FLTID,DEPSTN,ARRSTN,typical_hour,n_flights
TU 3099 ,LYS,DJE,22,1
TU 3100 ,DJE,CDG,20,1
TU 3089 ,BOD,TUN,1,1
TU 3089 ,CDG,DJE,3,1
TU 3089 ,CDG,TUN,5,1
TU 3090 ,DJE,CDG,1,1
TU 3090 ,TUN,TLS,19,1
TU 3091 ,CDG,DJE,5,1
TU 3091 ,TLS,MIR,21,1
TU 3094 ,TUN,CDG,21,1
TU 3082 ,TUN,TLS,15,1
TU 3083 ,ORY,TUN,14,1
TU 3083 ,TLS,TUN,21,1
TU 3084 ,TUN,CDG,16,1
TU 3085 ,CDG,DJE,19,1
TU 3088 ,DJE,CDG,0,1
TU 3088 ,MIR,CDG,1,1
TU 3088 ,TUN,BOD,19,1
TU 3077 ,MRS,TUN,4,1
TU 3078 ,TUN,NCE,21,1
TU 3079 ,NCE,TUN,3,1
TU 3080 ,DJE,ORY,13,1
TU 3080 ,TUN,ORY,14,1
TU 3081 ,CDG,MIR,22,1
TU 3081 ,CDG,TUN,23,1
TU 3082 ,DJE,ORY,10,1
TU 3072 ,MIR,NCE,0,1
TU 3073 ,CDG,TUN,5,1
TU 3073 ,NCE,DJE,3,1
TU 3074 ,TUN,LYS,23,1
TU 3074 ,TUN,NCE,19,1
TU 3075 ,LYS,TUN,2,1
TU 3075 ,NCE,TUN,21,1
TU 3076 ,TUN,MRS,2,1
TU 6018 ,MED,TOE,2,1
TU 6018 ,MIR,TUN,7,1
TU 6019 ,DJE,SFA,16,1
TU 6019 ,SFA,JED,18,1
TU 6019 ,TOE,MED,21,1
TU 6019 ,TUN,JED,20,1
TU 6019 ,TUN,TOE,19,1
TU 6020 ,JED,SFA,23,1
TU 3070 ,TUN,BOD,19,1
TU 3071 ,BOD,MIR,23,1
TU 3072 ,DJE,CDG,1,1
TU 6024 ,JED,MIR,2,1
TU 6024 ,JED,SFA,0,1
TU 6024 ,MIR,TUN,8,1
TU 6024 ,SFA,TUN,6,1
TU 6025 ,MIR,MED,0,1
TU 3065 ,CDG,TUN,4,1
TU 3066 ,DJE,LYS,2,1
TU 3066 ,DJE,ORY,6,1
TU 3067 ,LYS,TUN,8,1
TU 3067 ,ORY,DJE,15,1
TU 3068 ,TUN,MRS,19,1
TU 3069 ,MRS,DJE,2,1
TU 3070 ,DJE,TUN,0,1
TU 3059 ,LYS,MIR,3,1
TU 3061 ,NCE,MIR,7,1
TU 3061 ,NCE,TUN,22,1
TU 3062 ,MIR,CDG,16,1
TU 3063 ,CDG,MIR,19,1
TU 3064 ,DJE,CDG,20,1
TU 3065 ,CDG,DJE,1,1
TU 3065 ,CDG,MIR,4,1
TU 6021 ,MIR,MED,22,1
TU 6021 ,TUN,MIR,20,1
TU 6022 ,MED,SFA,3,1
TU 6022 ,SFA,TUN,9,1
TU 6023 ,DJE,MED,21,1
TU 6023 ,TUN,MED,21,1
TU 3055 ,CDG,SFA,9,1
TU 3058 ,MIR,LYS,22,1
TU 3051 ,CDG,TUN,4,1
TU 3052 ,DJE,CDG,5,1
TU 3052 ,DJE,ORY,5,1
TU 3053 ,CDG,DJE,8,1
TU 3053 ,ORY,DJE,9,1
TU 3055 ,CDG,DJE,9,1
TU 6027 ,MIR,JED,20,1
TU 6027 ,SFA,MED,6,1
TU 3043 ,NTE,TUN,22,1
TU 3045 ,LYS,MIR,20,1
TU 3045 ,LYS,TUN,0,1
TU 3046 ,DJE,CDG,18,1
TU 3047 ,CDG,MIR,8,1
TU 3048 ,MIR,CDG,6,1
TU 3049 ,CDG,MIR,9,1
TU 3051 ,CDG,DJE,20,1
TU 3035 ,CDG,DJE,6,1
TU 3038 ,DJE,CDG,1,1
TU 3039 ,CDG,TUN,5,1
TU 3040 ,TUN,CDG,19,1
TU 3041 ,CDG,TUN,22,1
TU 3041 ,NCE,MIR,22,1
TU 3041 ,NCE,TUN,23,1
TU 3043 ,NTE,MIR,17,1
TU 6025 ,TOE,MED,23,1
TU 6025 ,TUN,MIR,22,1
TU 6025 ,TUN,TOE,21,1
TU 6026 ,JED,DJE,1,1
TU 6026 ,JED,TOE,2,1
TU 6026 ,JED,TUN,4,1
TU 6026 ,MED,DJE,0,1
TU 6026 ,MIR,TUN,7,1
TU 3031 ,ORY,MIR,9,1
TU 3032 ,DJE,CDG,5,1
TU 3033 ,CDG,TUN,10,1
TU 3034 ,DJE,CDG,3,1
TU 6032 ,JED,DJE,2,1
TU 6032 ,MED,TOE,3,1
TU 6032 ,TOE,TUN,9,1
TU 6033 ,DJE,JED,22,1
TU 3027 ,MRS,SFA,21,1
TU 3027 ,NCE,MIR,2,1
TU 3029 ,NCE,DJE,21,1
TU 3029 ,NCE,TUN,23,1
TU 3030 ,DJE,CDG,23,1
TU 3030 ,MIR,NCE,6,1
TU 3030 ,NCE,ORY,6,1
TU 3031 ,CDG,DJE,3,1
TU 3020 ,TUN,CDG,19,1
TU 3022 ,TUN,LYS,19,1
TU 3023 ,CDG,MIR,6,1
TU 3023 ,CDG,SFA,21,1
TU 3023 ,CDG,TUN,5,1
TU 3023 ,LYS,DJE,22,1
TU 3026 ,TUN,NCE,19,1
TU 3027 ,MRS,MIR,21,1
TU 6028 ,ATH,SFA,3,1
TU 6028 ,JED,ATH,0,1
TU 6028 ,MED,SFA,11,1
TU 6028 ,TUN,DJE,9,1
TU 6031 ,DJE,MED,22,1
TU 6031 ,NBE,SFA,17,1
TU 3020 ,MIR,CDG,22,1
TU 3020 ,SFA,CDG,1,1
TU 3016 ,TUN,CDG,17,1
TU 3017 ,CDG,DJE,20,1
TU 3017 ,CDG,MIR,17,1
TU 3017 ,CDG,SFA,13,1
TU 3017 ,CDG,TUN,5,1
TU 3018 ,DJE,CDG,21,1
TU 3018 ,TUN,NCE,21,1
TU 3019 ,CDG,DJE,21,1
TU 3011 ,LYS,DJE,22,1
TU 3011 ,MRS,TUN,0,1
TU 3012 ,TUN,BOD,20,1
TU 3013 ,BOD,TUN,0,1
TU 3013 ,LYS,DJE,22,1
TU 3013 ,LYS,TUN,23,1
TU 3014 ,DJE,CDG,11,1
TU 3014 ,SFA,CDG,16,1
TU 6034 ,MIR,TUN,9,1
TU 6034 ,SFA,TUN,10,1
TU 3009 ,CDG,TUN,4,1
TU 3009 ,LYS,DJE,0,1
TU 3009 ,TLS,TUN,0,1
TU 3010 ,DJE,MRS,21,1
TU 3010 ,TUN,CDG,13,1
TU 3011 ,CDG,DJE,16,1
TU 6033 ,MIR,JED,21,1
TU 6033 ,TUN,DJE,20,1
TU 6033 ,TUN,MIR,19,1
TU 6034 ,DJE,TUN,9,1
TU 6034 ,JED,DJE,3,1
TU 6034 ,JED,SFA,4,1
TU 6034 ,MED,MIR,3,1
TU 6034 ,MED,TUN,4,1
TU 6062 ,MED,TUN,13,1
TU 6067 ,TUN,JED,18,1
TU 6067 ,TUN,MED,19,1
TU 6068 ,JED,TUN,0,1
TU 6068 ,MED,TUN,0,1
TU 6069 ,DJE,MED,11,1
TU 6069 ,TUN,DJE,9,1
TU 6069 ,TUN,JED,10,1
TU 6050 ,JED,TUN,2,1
TU 6052 ,DJE,TUN,0,1
TU 6052 ,JED,DJE,19,1
TU 6052 ,JED,TUN,17,1
TU 6057 ,TUN,JED,15,1
TU 6060 ,JED,SFA,1,1
TU 6060 ,SFA,TUN,7,1
TU 6061 ,TUN,MED,7,1
TU 6043 ,TUN,MED,0,1
TU 6043 ,TUN,TOE,12,1
TU 6044 ,JED,TOE,19,1
TU 6044 ,MED,TUN,5,1
TU 6044 ,TOE,TUN,3,1
TU 6045 ,TUN,MED,16,1
TU 6046 ,MED,TUN,21,1
TU 6048 ,JED,MIR,23,1
TU 3019 ,CDG,MIR,0,1
TU 3019 ,CDG,TUN,4,1
TU 3020 ,DJE,CDG,19,1
TU 6040 ,TUN,OTP,1,1
TU 6040 ,TUN,TOE,9,1
TU 6041 ,OTP,TUN,5,1
TU 6042 ,JED,TUN,1,1
TU 6043 ,TOE,JED,14,1
TU 3006 ,TUN,CDG,17,1
TU 3007 ,CDG,MIR,21,1
TU 3008 ,DJE,CDG,20,1
TU 3008 ,TUN,TLS,20,1
TU 6083 ,TUN,JED,13,1
TU 6084 ,JED,TUN,19,1
TU 6085 ,TUN,JED,7,1
TU 6086 ,JED,TUN,13,1
TU 3002 ,MIR,LYS,2,1
TU 3002 ,TUN,MRS,19,1
TU 3003 ,CDG,DJE,21,1
TU 3003 ,LYS,TUN,5,1
TU 3003 ,MRS,MIR,0,1
TU 3005 ,CDG,DJE,23,1
TU 3006 ,DJE,CDG,0,1
TU 3006 ,MIR,CDG,17,1
TU 3000 ,NBE,CDG,22,1
TU 3000 ,TUN,NCE,18,1
TU 3000 ,TUN,ORY,15,1
TU 3001 ,CDG,MIR,0,1
TU 3001 ,CDG,TUN,4,1
TU 3001 ,LYS,TUN,5,1
TU 3001 ,NCE,DJE,21,1
TU 3001 ,ORY,TUN,18,1
TU 6070 ,JED,TUN,16,1
TU 6070 ,MED,TUN,16,1
TU 6073 ,TUN,JED,18,1
TU 6073 ,TUN,MED,18,1
TU 6074 ,JED,TUN,0,1
TU 6074 ,MED,TUN,0,1
TU 6075 ,TUN,MED,10,1
TU 6076 ,MED,TUN,17,1
TU 2970 ,TUN,CDG,18,1
TU 2970 ,TUN,LYS,20,1
TU 2971 ,CDG,DJE,21,1
TU 2971 ,LYS,DJE,23,1
TU 2980 ,DJE,CDG,16,1
TU 2981 ,CDG,TUN,23,1
TU 2990 ,DJE,CDG,1,1
TU 2990 ,MIR,CDG,18,1
TU 2940 ,TUN,CDG,18,1
TU 2941 ,CDG,TUN,22,1
TU 2948 ,DJE,CDG,0,1
TU 2949 ,CDG,TUN,4,1
TU 2950 ,TUN,CDG,1,1
TU 2951 ,CDG,MIR,23,1
TU 2962 ,DJE,CDG,1,1
TU 2963 ,CDG,TUN,5,1
TU 6121 ,IST,CAI,21,1
TU 6121 ,IST,TUN,22,1
TU 6122 ,TUN,PRG,12,1
TU 6124 ,TUN,BTS,18,1
TU 2930 ,DJE,LYS,20,1
TU 2930 ,TUN,NCE,20,1
TU 2931 ,LYS,DJE,1,1
TU 2931 ,NCE,DJE,22,1
TU 6091 ,DJE,JED,2,1
TU 6091 ,TUN,DJE,0,1
TU 6092 ,DJE,TUN,13,1
TU 6092 ,JED,DJE,7,1
TU 6093 ,TUN,JED,15,1
TU 6094 ,JED,TUN,21,1
TU 6116 ,MIR,BTS,5,1
TU 6117 ,BTS,MIR,8,1
TU 6290 ,TUN,CDG,10,1
TU 6290 ,TUN,DJE,9,1
TU 6294 ,DJE,CDG,16,1
TU 6295 ,CDG,TUN,20,1
TU 6296 ,DJE,CDG,13,1
TU 6299 ,CDG,ORY,21,1
TU 6299 ,CDG,TUN,21,1
TU 6330 ,TUN,CDG,3,1
TU 6220 ,TUN,CDG,14,1
TU 6250 ,DJE,TLS,12,1
TU 6250 ,TLS,LYS,15,1
TU 6251 ,LYS,DJE,17,1
TU 6280 ,TUN,CDG,5,1
TU 6281 ,CDG,DJE,8,1
TU 6290 ,DJE,SFA,12,1
TU 6290 ,SFA,CDG,13,1
TU 3000 ,MIR,LYS,2,1
TU 6141 ,LJU,TUN,10,1
TU 6171 ,MIR,FBM,10,1
TU 6172 ,FBM,MIR,22,1
TU 6179 ,MIR,KGL,9,1
TU 6179 ,TUN,KGL,6,1
TU 6218 ,MIR,CDG,11,1
TU 6219 ,CDG,MIR,21,1
TU 2990 ,TUN,NCE,0,1
TU 2990 ,TUN,TLS,21,1
TU 2991 ,CDG,MIR,21,1
TU 2991 ,CDG,TUN,10,1
TU 2991 ,NCE,TUN,4,1
TU 2991 ,TLS,TUN,2,1
TU 2998 ,DJE,CDG,18,1
TU 2999 ,CDG,MIR,22,1
TU 2904 ,MRS,LYS,4,1
TU 2904 ,TUN,MRS,2,1
TU 2905 ,LYS,TUN,6,1
TU 2910 ,DJE,CDG,0,1
TU 2911 ,CDG,TUN,4,1
TU 2920 ,DJE,CDG,1,1
TU 2921 ,CDG,TUN,5,1
TU 6351 ,NTE,LYS,17,1
TU 2901 ,LYS,DJE,23,1
TU 2901 ,MRS,DJE,23,1
TU 2901 ,NCE,MIR,20,1
TU 2902 ,TUN,CDG,17,1
TU 2902 ,TUN,MRS,17,1
TU 2903 ,CDG,MIR,20,1
TU 2903 ,LYS,TUN,22,1
TU 2903 ,MRS,LYS,20,1
TU 2888 ,DJE,CDG,20,1
TU 2889 ,CDG,SFA,23,1
TU 2890 ,DJE,CDG,19,1
TU 2891 ,CDG,TUN,3,1
TU 2900 ,DJE,LYS,20,1
TU 2900 ,DJE,MRS,20,1
TU 2900 ,MIR,CDG,19,1
TU 2900 ,MIR,NCE,17,1
TU 6331 ,CDG,GAE,7,1
TU 6331 ,GAE,TUN,10,1
TU 6332 ,DJE,CDG,15,1
TU 6333 ,CDG,TUN,19,1
TU 6350 ,DJE,NTE,13,1
TU 2877 ,LYS,TUN,0,1
TU 2880 ,DJE,CDG,20,1
TU 2881 ,CDG,TUN,23,1
TU 2852 ,TUN,FCO,13,1
TU 2853 ,FCO,TUN,16,1
TU 2858 ,TUN,CDG,1,1
TU 2859 ,CDG,TUN,4,1
TU 2860 ,MIR,CDG,0,1
TU 2861 ,CDG,DJE,3,1
TU 2862 ,TUN,LYS,19,1
TU 2863 ,LYS,DJE,21,1
TU 2830 ,DJE,MRS,0,1
TU 2830 ,MIR,CDG,1,1
TU 2831 ,MRS,TUN,4,1
TU 2832 ,TUN,CDG,18,1
TU 2833 ,CDG,MIR,0,1
TU 2850 ,LYS,ORY,16,1
TU 2851 ,LYS,MIR,15,1
TU 2851 ,LYS,TUN,16,1
TU 6497 ,MUC,HAM,15,1
TU 6498 ,FRA,MUC,9,1
TU 6498 ,NBE,FRA,6,1
TU 2820 ,DJE,MRS,21,1
TU 2821 ,MRS,DJE,2,1
TU 2828 ,DJE,NTE,20,1
TU 2828 ,TUN,NTE,21,1
TU 2830 ,DJE,CDG,0,1
TU 6390 ,TUN,CDG,17,1
TU 6391 ,CDG,TUN,20,1
TU 6396 ,DJE,CDG,18,1
TU 6397 ,CDG,DJE,21,1
TU 6400 ,TUN,FRA,3,1
TU 6496 ,DJE,TUN,12,1
TU 6496 ,MUC,HAM,15,1
TU 6496 ,TUN,HAM,14,1
TU 2800 ,TUN,LYS,12,1
TU 2800 ,TUN,MRS,18,1
TU 2801 ,CDG,MIR,0,1
TU 2801 ,CDG,TUN,20,1
TU 2801 ,LYS,DJE,0,1
TU 2801 ,LYS,TUN,14,1
TU 2801 ,NCE,MIR,20,1
TU 2801 ,ORY,TUN,12,1
TU 2791 ,CDG,DJE,4,1
TU 2791 ,CDG,TUN,4,1
TU 2792 ,DJE,CDG,23,1
TU 2793 ,CDG,TUN,3,1
TU 2800 ,DJE,LYS,20,1
TU 2800 ,DJE,MRS,22,1
TU 2800 ,DJE,ORY,9,1
TU 2800 ,MIR,NCE,18,1
TU 6550 ,DJE,HAM,5,1
TU 2788 ,DJE,CDG,1,1
TU 2788 ,TUN,BRU,7,1
TU 2789 ,BRU,MIR,15,1
TU 2789 ,BRU,TUN,11,1
TU 2789 ,CDG,TUN,4,1
TU 2790 ,DJE,CDG,0,1
TU 2790 ,MIR,CDG,0,1
TU 2870 ,TUN,TLS,20,1
TU 2871 ,TLS,TUN,23,1
TU 2876 ,TUN,LYS,19,1
TU 6498 ,TUN,MUC,7,1
TU 6538 ,DJE,MIR,12,1
TU 6538 ,MIR,DUS,14,1
TU 6548 ,TUN,SXF,15,1
TU 6549 ,HAM,TUN,17,1
TU 6724 ,TUN,FCO,6,1
TU 6725 ,FCO,PMO,8,1
TU 6725 ,TRN,PMO,7,1
TU 6726 ,NBE,FCO,13,1
TU 6726 ,NBE,TRN,13,1
TU 6727 ,FCO,MIR,15,1
TU 6727 ,TRN,MIR,16,1
TU 2739 ,ORY,TUN,5,1
TU 6593 ,TUN,MIR,20,1
TU 6594 ,MIR,TUN,4,1
TU 6594 ,TUN,MUC,5,1
TU 6595 ,HAM,MIR,9,1
TU 6595 ,MUC,HAM,7,1
TU 6648 ,DJE,TUN,14,1
TU 6648 ,TUN,FRA,15,1
TU 6724 ,MIR,TRN,4,1
TU 6552 ,SXF,HAM,9,1
TU 6553 ,HAM,MUC,15,1
TU 6553 ,MUC,MIR,17,1
TU 6560 ,TUN,SXF,7,1
TU 6561 ,SXF,TUN,10,1
TU 6592 ,FRA,SXF,17,1
TU 6592 ,NBE,FRA,12,1
TU 6592 ,TUN,SXF,15,1
TU 2806 ,DJE,CDG,13,1
TU 2807 ,CDG,MIR,19,1
TU 2810 ,DJE,LYS,20,1
TU 2811 ,LYS,DJE,1,1
TU 2818 ,TUN,CDG,15,1
TU 2819 ,CDG,DJE,19,1
TU 6550 ,HAM,SXF,9,1
TU 6552 ,NBE,SXF,5,1
TU 2772 ,DJE,CDG,21,1
TU 2773 ,CDG,NBE,1,1
TU 2781 ,TUN,DJE,12,1
TU 6810 ,TUN,TRN,5,1
TU 6811 ,PMO,NBE,11,1
TU 6811 ,TRN,PMO,7,1
TU 6812 ,NBE,TRN,13,1
TU 6813 ,TRN,MIR,16,1
TU 2766 ,TUN,CDG,17,1
TU 2767 ,CDG,DJE,20,1
TU 2770 ,MIR,NCE,1,1
TU 2770 ,TUN,CDG,20,1
TU 2770 ,TUN,LYS,19,1
TU 2771 ,CDG,MIR,0,1
TU 2771 ,LYS,DJE,22,1
TU 2771 ,NCE,TUN,4,1
TU 2750 ,DJE,CDG,0,1
TU 2750 ,TUN,NCE,19,1
TU 2751 ,CDG,TUN,4,1
TU 2751 ,NCE,MIR,21,1
TU 2760 ,TUN,CDG,7,1
TU 2761 ,CDG,TUN,10,1
TU 2762 ,TUN,CDG,18,1
TU 2763 ,CDG,TUN,21,1
TU 2742 ,DJE,TUN,19,1
TU 2742 ,TUN,CDG,23,1
TU 2743 ,CDG,DJE,22,1
TU 2744 ,MIR,LYS,2,1
TU 2745 ,FRA,TUN,10,1
TU 2745 ,LYS,TUN,5,1
TU 2748 ,TUN,CDG,17,1
TU 2749 ,CDG,DJE,21,1
TU 2718 ,TUN,ORY,13,1
TU 2719 ,CDG,TUN,4,1
TU 2719 ,ORY,DJE,19,1
TU 2720 ,DJE,ORY,7,1
TU 2720 ,NBE,ORY,11,1
TU 2723 ,ORY,TUN,18,1
TU 2726 ,TUN,MRS,19,1
TU 2727 ,MRS,DJE,22,1
TU 2712 ,TUN,NCE,19,1
TU 2713 ,CDG,DJE,21,1
TU 2713 ,NCE,DJE,21,1
TU 2714 ,DJE,CDG,2,1
TU 2715 ,CDG,TUN,5,1
TU 2716 ,DJE,ORY,13,1
TU 2717 ,ORY,MIR,16,1
TU 2718 ,DJE,CDG,0,1
TU 2703 ,CDG,MIR,1,1
TU 2708 ,MIR,NCE,2,1
TU 2709 ,NCE,TUN,4,1
TU 2710 ,DJE,CDG,6,1
TU 2710 ,TUN,CDG,18,1
TU 2711 ,CDG,MIR,10,1
TU 2711 ,CDG,TUN,0,1
TU 2712 ,MIR,CDG,16,1
TU 6891 ,GAE,BKO,9,1
TU 6892 ,BKO,GAE,22,1
TU 6913 ,TUN,MED,19,1
TU 6914 ,MED,TUN,0,1
TU 6940 ,DJE,CDG,17,1
TU 6941 ,CDG,DJE,20,1
TU 7036 ,TUN,PRG,14,1
TU 2702 ,DJE,CDG,20,1
TU 2689 ,MRS,MIR,22,1
TU 2690 ,TUN,CDG,18,1
TU 2690 ,TUN,LYS,19,1
TU 2691 ,LYS,TUN,23,1
TU 2700 ,DJE,CDG,16,1
TU 2700 ,MIR,CDG,18,1
TU 2700 ,TUN,CDG,2,1
TU 2700 ,TUN,LYS,19,1
TU 2667 ,MRS,TUN,2,1
TU 2670 ,TUN,LYS,19,1
TU 2671 ,TUN,DJE,23,1
TU 2680 ,DJE,CDG,19,1
TU 2680 ,DJE,ORY,13,1
TU 2680 ,TUN,ORY,4,1
TU 2681 ,CDG,MIR,23,1
TU 2688 ,TUN,MRS,20,1
TU 7081 ,BRQ,DJE,20,1
TU 7123 ,PRG,TUN,17,1
TU 7132 ,MIR,TUN,6,1
TU 2664 ,TUN,CDG,19,1
TU 2665 ,CDG,DJE,22,1
TU 2666 ,DJE,CDG,1,1
TU 2666 ,MIR,MRS,23,1
TU 2667 ,CDG,TUN,5,1
TU 2738 ,TUN,ORY,2,1
TU 7045 ,MIR,DJE,21,1
TU 7045 ,MUC,DJE,10,1
TU 7045 ,PRG,MIR,17,1
TU 7045 ,PRG,MUC,8,1
TU 7045 ,PRG,TUN,17,1
TU 7047 ,BRQ,TUN,17,1
TU 7068 ,TUN,MIR,3,1
TU 2631 ,CDG,TUN,3,1
TU 2631 ,LYS,DJE,22,1
TU 2631 ,MRS,DJE,23,1
TU 2634 ,MIR,CDG,2,1
TU 2634 ,TUN,CDG,2,1
TU 2636 ,DJE,CDG,1,1
TU 2637 ,CDG,TUN,4,1
TU 2640 ,DJE,CDG,2,1
TU 2627 ,CDG,MIR,12,1
TU 2628 ,DJE,ORY,6,1
TU 2629 ,ORY,DJE,9,1
TU 2630 ,DJE,CDG,0,1
TU 2630 ,MIR,CDG,17,1
TU 2630 ,TUN,LYS,19,1
TU 2630 ,TUN,MRS,20,1
TU 2631 ,CDG,DJE,20,1
TU 7236 ,TUN,BRQ,10,1
TU 7244 ,TUN,BRQ,14,1
TU 7250 ,MIR,BTS,5,1
TU 7251 ,BTS,MIR,8,1
TU 7254 ,MIR,TUN,10,1
TU 7254 ,TUN,PRG,11,1
TU 2625 ,CDG,TUN,4,1
TU 2626 ,DJE,CDG,9,1
TU 2700 ,TUN,MRS,18,1
TU 2700 ,TUN,ORY,13,1
TU 2701 ,CDG,TUN,5,1
TU 2701 ,LYS,TUN,22,1
TU 2701 ,MRS,TUN,21,1
TU 2701 ,ORY,DJE,11,1
TU 7133 ,BUD,TUN,9,1
TU 7215 ,BUD,TUN,17,1
TU 7451 ,LYS,DJE,10,1
TU 7452 ,DJE,LYS,6,1
TU 7453 ,LYS,DJE,12,1
TU 7453 ,LYS,NTE,9,1
TU 7453 ,NTE,LYS,10,1
TU 7453 ,NTE,MRS,20,1
TU 7454 ,DJE,SFA,13,1
TU 7454 ,NTE,CDG,15,1
TU 7400 ,DJE,CDG,12,1
TU 7400 ,DJE,TLS,12,1
TU 7401 ,CDG,DJE,17,1
TU 7401 ,CDG,TLS,15,1
TU 7401 ,TLS,CDG,15,1
TU 7401 ,TLS,DJE,17,1
TU 7450 ,DJE,LYS,12,1
TU 7450 ,TUN,LYS,7,1
TU 2660 ,MIR,MRS,18,1
TU 2661 ,MRS,MIR,20,1
TU 7257 ,BTS,MIR,17,1
TU 7257 ,KSC,BTS,17,1
TU 7259 ,PRG,TUN,11,1
TU 7268 ,DJE,MIR,13,1
TU 7269 ,PRG,DJE,18,1
TU 7269 ,PRG,TUN,10,1
TU 2641 ,CDG,TUN,5,1
TU 2644 ,TUN,MRS,19,1
TU 2645 ,LYS,DJE,23,1
TU 2645 ,LYS,TUN,1,1
TU 2645 ,MRS,DJE,21,1
TU 2650 ,DJE,ORY,6,1
TU 2651 ,ORY,DJE,10,1
TU 2660 ,MIR,CDG,17,1
TU 2617 ,CDG,DJE,22,1
TU 2618 ,TUN,LYS,19,1
TU 2619 ,LYS,DJE,21,1
TU 2620 ,DJE,ORY,2,1
TU 2620 ,TUN,ORY,6,1
TU 2621 ,CDG,DJE,21,1
TU 2622 ,DJE,CDG,6,1
TU 2622 ,DJE,ORY,13,1
TU 2612 ,TUN,SXB,17,1
TU 2613 ,CDG,DJE,3,1
TU 2613 ,ORY,DJE,17,1
TU 2613 ,SXB,DJE,20,1
TU 2614 ,DJE,TUN,19,1
TU 2614 ,TUN,LIL,21,1
TU 2615 ,LIL,DJE,0,1
TU 2616 ,TUN,CDG,19,1
TU 2610 ,TUN,AAE,14,1
TU 2610 ,TUN,ORY,6,1
TU 2611 ,AAE,TUN,16,1
TU 2611 ,CDG,TUN,7,1
TU 2611 ,ORY,DJE,15,1
TU 2611 ,ORY,TUN,9,1
TU 2612 ,DJE,CDG,22,1
TU 2612 ,DJE,ORY,13,1
TU 7454 ,SFA,CDG,15,1
TU 7471 ,LIL,DJE,22,1
TU 7471 ,LYS,DJE,20,1
TU 7471 ,LYS,LIL,20,1
TU 7724 ,MRS,ORY,7,1
TU 2605 ,ORY,DJE,15,1
TU 2610 ,DJE,ORY,12,1
TU 2610 ,MIR,CDG,3,1
TU 8269 ,TUN,OUA,15,1
TU 8270 ,FBM,MIR,18,1
TU 8270 ,LBV,TUN,14,1
TU 8270 ,LFW,TUN,21,1
TU 8270 ,MVB,NIM,17,1
TU 8270 ,NIM,TUN,12,1
TU 8270 ,OUA,TUN,20,1
TU 8271 ,MIR,JIB,8,1
TU 8224 ,TUN,OPO,7,1
TU 8225 ,OPO,DJE,9,1
TU 8225 ,OPO,TUN,10,1
TU 8269 ,MIR,FBM,7,1
TU 8269 ,MIR,LFW,12,1
TU 8269 ,NIM,MVB,14,1
TU 8269 ,TUN,LBV,6,1
TU 8269 ,TUN,NIM,8,1
TU 8206 ,DJE,FRA,14,1
TU 8206 ,FRA,DUS,18,1
TU 8207 ,DUS,DJE,19,1
TU 8208 ,DJE,DUS,4,1
TU 8208 ,DUS,FRA,8,1
TU 8209 ,FRA,DJE,9,1
TU 8221 ,TUN,LAD,14,1
TU 8224 ,MIR,TUN,5,1
TU 2623 ,BOD,DJE,11,1
TU 2623 ,CDG,BOD,9,1
TU 2623 ,ORY,DJE,17,1
TU 2624 ,DJE,CDG,0,1
TU 8200 ,DJE,BJA,21,1
TU 8200 ,TUN,BJA,9,1
TU 8201 ,BJA,DJE,10,1
TU 8201 ,BJA,TUN,23,1
TU 2588 ,MIR,NCE,18,1
TU 2589 ,NCE,MIR,22,1
TU 2590 ,DJE,CDG,19,1
TU 2590 ,TUN,LYS,21,1
TU 2591 ,CDG,DJE,23,1
TU 2591 ,LYS,TUN,3,1
TU 2592 ,TUN,LYS,19,1
TU 2592 ,TUN,TLS,20,1
TU 2577 ,CDG,DJE,9,1
TU 2578 ,TUN,CDG,6,1
TU 2579 ,CDG,TUN,20,1
TU 2580 ,TUN,CDG,1,1
TU 2581 ,CDG,TUN,4,1
TU 2582 ,DJE,CDG,14,1
TU 2583 ,CDG,DJE,9,1
TU 2588 ,DJE,LYS,12,1
TU 8276 ,CKY,TUN,1,1
TU 8277 ,TUN,FIH,15,1
TU 8278 ,FIH,TUN,1,1
TU 8281 ,TUN,DOH,6,1
TU 8282 ,DOH,TUN,17,1
TU 8290 ,OPO,GVA,14,1
TU 8290 ,TUN,GVA,16,1
TU 8291 ,OPO,DJE,17,1
TU 8272 ,HBE,MIR,22,1
TU 8272 ,HBE,TUN,17,1
TU 8272 ,JIB,TUN,17,1
TU 8273 ,NIM,OUA,16,1
TU 8273 ,TUN,NIM,12,1
TU 8274 ,BKO,TUN,18,1
TU 8274 ,OUA,BKO,17,1
TU 8275 ,TUN,CKY,11,1
TU 8593 ,DJE,TUN,17,1
TU 8600 ,DJE,LYS,5,1
TU 8600 ,DJE,TUN,16,1
TU 8600 ,TUN,CDG,18,1
TU 8601 ,LIL,MRS,21,1
TU 8601 ,LIL,TUN,21,1
TU 8601 ,LYS,NTE,8,1
TU 8601 ,NTE,CDG,10,1
TU 8401 ,BJA,TUN,22,1
TU 8534 ,TUN,LIS,12,1
TU 8535 ,LIS,MIR,16,1
TU 8535 ,LIS,TUN,16,1
TU 8580 ,DJE,MIR,3,1
TU 8582 ,DJE,TUN,16,1
TU 8583 ,TUN,DJE,4,1
TU 8592 ,TUN,DJE,14,1
TU 2602 ,MIR,CDG,13,1
TU 2603 ,CDG,TUN,16,1
TU 2604 ,DJE,ORY,12,1
